"IDكودالصيانة","رقم الشاسية","تاريخ الصيانة","عداد اسود","عداد الوان","بيان الاصلاح","المهندس","قطع الغيار المطوبة","Field1"
"14070","W3069400438 ش","12/5/2024 12:00:00 AM","116101","","تم تركيب حامل حبر+تسليم 4حبر احتياطى لباقى الفروع","طارق","",""
"14072","T1149163405","12/5/2024 12:00:00 AM","","","تم تركيب درام 1022+شفرة1022 ليونت مدنتى","طارق","",""
"14074","S7224600404","12/4/2024 12:00:00 AM","203962","31071","صيانة دورية","مجدى","",""
"14076","RL19102035 ش","12/3/2024 12:00:00 AM","236174","","صييانة دورية","مجدى","",""
"14077","E176M420017","12/3/2024 12:00:00 AM","78243","70100","صيانة دورية","مجدى","",""
"14078","V1494600489","12/3/2024 12:00:00 AM","464948","35678","صيانه دوريه","مجدي","",""
"14082","V2404400511 ش","12/5/2024 12:00:00 AM","130826","63797","صيانة الدرج1","شعبان","",""
"14083","W512J300873","12/5/2024 12:00:00 AM","408024","301697","صيانه للبامب الاصفر","شعبان","",""
"14084","T597H303127","12/8/2024 12:00:00 AM","","","تم تعديل سوستة العادم + شحن الشباية + تزويد حبر + صيانة عامة","عبدة","",""
"14085","V7905800315","12/7/2024 12:00:00 AM","1527110","","تم تغير اليزر","اسماعيل","",""
"14088","W3019400099 ش","12/5/2024 12:00:00 AM","194347","","تم تركيب  سخان جديد","مروان","",""
"14089","VG37913703","12/7/2024 12:00:00 AM","82243","170035","ص","رضا","",""
"14090","LH45Y15585","12/7/2024 12:00:00 AM","1132894","","ملو حبر+ صيانة تنك","رضا","",""
"14091","L7086660183","12/7/2024 12:00:00 AM","227119","","تزويد  حبر +حبر اسبير","رضا","",""
"14092","G446P704915","12/7/2024 12:00:00 AM","","","تغير يونت درام+ ملو حبراسبير +محتاجه رول سخان","رضا","",""
"14093","W2J7808624 ش","12/7/2024 12:00:00 AM","750540","177535","تفريغ عادم","رضا","",""
"14097","VG88Y05802","12/8/2024 12:00:00 AM","43247","158371","تزويد حبر ازرق+عداد تسليم","رضا","تم تبديل الاله شركة بيلدز GPE",""
"14098","VG36Y05999","12/7/2024 12:00:00 AM","163644","38448","تعريفات للاله","كريم","",""
"14101","L7016460782","12/5/2024 12:00:00 AM","81859","","ص","شعبان","",""
"14102","G074PA00391","12/5/2024 12:00:00 AM","156210","146148","صيانه دوريه","شعبان","",""
"14103","V7903400490","12/5/2024 12:00:00 AM","437159","","صيانه دوريه","شعبان","",""
"14104","K8563700734","12/5/2024 12:00:00 AM","279610","","تم تغير شفرة درام +طقم تروس","شعبان","",""
"14105","E256C930053","12/8/2024 12:00:00 AM","174241","364018","ص","رضا","",""
"14107","G435P800173","12/8/2024 12:00:00 AM","305997","69083","تركيب درام ازرق","كريم","",""
"14110","W502K700261","12/8/2024 12:00:00 AM","134923","119119","تم تغير كاوتش بامب اسود","شعبان","",""
"14113","L7026361179","12/5/2024 12:00:00 AM","88235","","محتاج شفره +ملو حبر ربع اسود الفا","شعبان","",""
"14114","K8266510466","12/8/2024 12:00:00 AM","232497","","صيانة دورية","شعبان","",""
"14115","M4472301724 ش","12/5/2024 12:00:00 AM","61302","","صيانة دورية","شعبان","",""
"14120","LEG5X03054","12/8/2024 12:00:00 AM","125681","141121","ملوحبر اصفر وازرق +تفريغ عادم 850جنيه","رضا","",""
"14121","V9304801899","12/7/2024 12:00:00 AM","378919","115376","تم صيانة الدوبلكس","شعبان","",""
"14122","W492KC02634","12/7/2024 12:00:00 AM","896938","248107","ص","شعبان","",""
"14123","V2204604322","12/7/2024 12:00:00 AM","356604","134132","تم تركيب كفر للباب الجانبى","شعبان","",""
"14124","VG37912991","12/7/2024 12:00:00 AM","190370","136417","صيانه للسخان","شعبان","",""
"14125","W3059500770 ش","12/7/2024 12:00:00 AM","127670","","ص","السيد","",""
"14127","V2404400511 ش","12/4/2024 12:00:00 AM","130674","63771","صيانه للسخان","شعبان","",""
"14128","E205R162520","12/9/2024 12:00:00 AM","48651","118236","صيانه","مجدى","",""
"14129","W2W8239947","12/9/2024 12:00:00 AM","67565","209237","صيانه دوريه","مجدى","",""
"14130","W662K400211 ش","12/9/2024 12:00:00 AM","533821","","صيانه دوريه","مجدى","",""
"14131","W2J7808624 ش","12/9/2024 12:00:00 AM","753639","177535","ص","مجدى","",""
"14132","VG37812573 ش","12/9/2024 12:00:00 AM","767797","16760","صيانة دورية","مجدى","",""
"14133","W503K500536","12/7/2024 12:00:00 AM","56973","112751"," الاله تحتاج الى نص يونت درام ازرق+حبر ازرق","مجدى","",""
"14135","R6B9205322 ش","12/7/2024 12:00:00 AM","622543","","صيانة دورية","مجدى","",""
"14136","M6493700000","12/9/2024 12:00:00 AM","585386","","الاله تحتاج الى رول سخان علوى","مجدى","",""
"14137","V9714200013","12/9/2024 12:00:00 AM","65894","55567","تم ملو حبر300ج","","",""
"14139","M6484400216","12/9/2024 12:00:00 AM","297727","","محتاج حبر","مجدى","",""
"14140","M0189608284","12/9/2024 12:00:00 AM","159995","","صيانة دورية","مجدى","",""
"14141","RL19102035 ش","12/9/2024 12:00:00 AM","236615","","صييانة دورية","مجدى","",""
"14142","E176M420017","12/9/2024 12:00:00 AM","78584","70182","صيانة دورية","مجدى","",""
"14146","T1128762943","12/9/2024 12:00:00 AM","220833","","ص","مجدى","",""
"14149","V7902800502","12/9/2024 12:00:00 AM","53637","","تم حل مشكلة اليونت+مجموعة السحب","شعبان","",""
"14150","G446P704915 ش","12/9/2024 12:00:00 AM","7786","30370","تم تغيير درام+ رول شحن وتم تحصيل1000جنيه وباقى 1000ج","شعبان","",""
"14160","w908p800200","12/10/2024 12:00:00 AM","28541","","طقم تروس جديد+ صيانه وحدة الدرام دفع 600 ج+صيانه شامله االاله","","",""
"14161","LH45Y15585","12/9/2024 12:00:00 AM","1132975","","تم حل مشكلة الحشر","رضا","",""
"14164","V8203800228","12/9/2024 12:00:00 AM","177842","","صيانه حبر","رضا","",""
"14166","W503K200020","12/10/2024 12:00:00 AM","218338","190067","تم لحام كسر فى الكرونا+ملو حبر اسود رافيين","شعبان","",""
"14167","L7026361179","12/10/2024 12:00:00 AM","88346","","مسح مرايات+محتاج شفرة درام 1018","شعبان","",""
"14168","V8204201278","12/10/2024 12:00:00 AM","268950","","مسح مرايات +تم تغيير شفرة درام","شعبان","",""
"14171","VNN6Y01524","12/10/2024 12:00:00 AM","1422661","","ملو حبر+صيانه للحصيرة","رضا","",""
"14172","VNN7403597","12/10/2024 12:00:00 AM","1394042","","ملو حبر+صيانه للحصيره","رضا","",""
"14174","W542JB00610 ش","12/10/2024 12:00:00 AM","421573","114535","تم حل الكود554وتنظيف السخان","شعبان","",""
"14176","W503K500113","12/10/2024 12:00:00 AM","420778","408083","تم تركيب شيت فلم","شعبان","",""
"14178","W3028717169 ش","11/10/2024 12:00:00 AM","314260","","تم تغير درام وشفرة","طارق","",""
"14179","S7213700536","11/5/2024 12:00:00 AM","422320","42299","تحتاج زجاجة حبر اسود بها جاك مكسور بالدرج 2و3","طارق","",""
"14180","W3039502523 ش","11/10/2024 12:00:00 AM","110398","","تم تغير درام وشفره+تغير السنيسور الدرج الاول","طارق","",""
"14181","VG88304227","12/11/2024 12:00:00 AM","507339","348527","عداد تسليم","مجدى","",""
"14182","W2S7315701","12/11/2024 12:00:00 AM","155406","45313","عداد تسليم","مجدى","",""
"14183","L3774300793","12/8/2024 12:00:00 AM","82718","140829","محتاج شفرة+ بامب+كلينر","رضا","",""
"14184","L3774300793","12/11/2024 12:00:00 AM","82725","140829","محتاج كلينر حصيره+تم تغير بامب ازرق","شعبان","",""
"14185","V2404400511 ش","12/11/2024 12:00:00 AM","132711","64026","محتاج شفرةدرام+درام+شفرة حصيره+تم عمل صيانه لمتور الحبر الاحمر","شعبان","",""
"14188","M5482800037 ش","12/11/2024 12:00:00 AM","130839","","صيانه لليونت","شعبان","",""
"14189","T1128865562","12/10/2024 12:00:00 AM","59491","","صيانة دورية","مجدى","",""
"14191","M6484400216","12/10/2024 12:00:00 AM","297829","","ص","مجدى","",""
"14192","M6493700000","12/10/2024 12:00:00 AM","585437","","تم تغيير رول سخان علوى","مجدى","",""
"14193","E205R162520","12/10/2024 12:00:00 AM","48654","118267","تم تغيير حبر احمر+ اسود 2003","مجدى","محتاجه درام اسود +حبر احمر+ اصفر الشر القادم",""
"14195","W907P701133","12/10/2024 12:00:00 AM","121134","","تم تغييريونت درام301","مجدى","",""
"14196","W3059500770 ش","12/11/2024 12:00:00 AM","127687","","تم تركيب ترس كرونا","رضا","",""
"14199","VG66X00520","12/11/2024 12:00:00 AM","101144","238869","ص","مجدى","",""
"14201","W2J7506351","12/12/2024 12:00:00 AM","487785","861678","صيانة دورية","مجدى","",""
"14202","W2N6X01506","12/11/2024 12:00:00 AM","261960","229343","تسليم عداد","رضا","",""
"14203","شl7077262541","12/11/2024 12:00:00 AM","361889","","صيانة دورية","مجدى","",""
"14204","W2N8624206","12/11/2024 12:00:00 AM","231517","250773","صيانة دورية","مجدى","",""
"14205","T1128762943","12/10/2024 12:00:00 AM","220873","","تم ملو حبر اسود +دفولبر","مجدى","",""
"14206","M6484400300","12/11/2024 12:00:00 AM","402602","","صيانه للدرج1و2","شعبان","",""
"14208","W2J7910035","12/12/2024 12:00:00 AM","214841","158740","تسليم عداد","مجدى","",""
"14210","V7902800502","12/12/2024 12:00:00 AM","379813","","تم ضبط الصوره","اسماعيل","",""
"14211","W2W8Y57050","12/11/2024 12:00:00 AM","714124","199703","عداد تسليم","شعبان","تمدفع 1500جنيه تامين",""
"14212","V4409304069","12/24/2024 12:00:00 AM","187209","","عداد تسليم","طارق","",""
"14213","S5218704217 ش","12/24/2024 12:00:00 AM","178441","","عداد تسليم","طارق","",""
"14214","W916P105768 ش","12/12/2024 12:00:00 AM","421294","","حبر اسبير","مروان","",""
"14223","VG67303326","12/14/2024 12:00:00 AM","460726","131753","ص-----د+تعلية السخان","شعبان","",""
"14224","W908P200175 ش","12/12/2024 12:00:00 AM","89123","","  تم تركيب طقم تروس","اسماعيل","",""
"14225","M5793300004","12/12/2024 12:00:00 AM","485535","","تم عمل صيانه للسخان وتنظيف اليزر","رضا","",""
"14226","M5482800037 ش","12/14/2024 12:00:00 AM","131339","","مسح مرايات","شعبان","",""
"14227","V2404400511 ش","12/14/2024 12:00:00 AM","133036","64050","تم تغير شفره درام+درام لليونت الازرق+شفيرة حصيرة","شعبان","",""
"14232","W502KC00365 ش","12/14/2024 12:00:00 AM","892371","292813","صيانه لليونت الاسود","شعبان","",""
"14233","W2W8Y57050","12/14/2024 12:00:00 AM","714643","199733","ملو حبر اسود لامونى+ اصفر+ازرق+ احمر رافيين","شعبان","",""
"14234","V7902800502","12/14/2024 12:00:00 AM","382163","","ص","شعبان","",""
"14238","V9714502840","12/15/2024 12:00:00 AM","417737","57381","صيانة دورية","مجدى","",""
"14239","W512J700294 ش","12/16/2024 12:00:00 AM","1125675","92189","صيانه دوريه","مجدى","",""
"14240","E154M631004","12/16/2024 12:00:00 AM","362726","91454","صيانه دوريه","مجدى","",""
"14241","W492K604744","12/16/2024 12:00:00 AM","370292","213882","صيانة دورية","مجدى","",""
"14243","S7234200574 ش","12/12/2024 12:00:00 AM","248251","101298","صيانة دورية","مجدى","",""
"14244","W3018902432","12/16/2024 12:00:00 AM","218808","","تغير شفرة+ ملو حبر الفا ربع","رضا","",""
"14247","S9338500743","12/15/2024 12:00:00 AM","158145","43618","صيانة دورية","مجدى","",""
"14248","V9714602606 ش","12/15/2024 12:00:00 AM","480034","137150","صيانه دوريه","مجدى","",""
"14249","W532J719184","12/15/2024 12:00:00 AM","242047","","صيانة دورية","مجدى","",""
"14250","W523J600793","12/15/2024 12:00:00 AM","463832","","صيانة دورية","مجدى","",""
"14251","S7234200574 ش","12/14/2024 12:00:00 AM","248328","101300","صيانة دورية","مجدى","",""
"14252","S7214200506","12/12/2024 12:00:00 AM","482978","108403","صيانة دورية","مجدى","",""
"14253","S7214200506","12/14/2024 12:00:00 AM","483088","108515","صيانة دورية","مجدى","",""
"14254","L7U3804578","12/12/2024 12:00:00 AM","563060","","صيانة دورية","رضا","",""
"14256","T1149260750","12/15/2024 12:00:00 AM","108969","","تحصيل800ج","كريم","",""
"14259","W2N6X01506","12/17/2024 12:00:00 AM","262499","229412","كيس حبر اسبير لامونى","اسماعيل","",""
"14260","VNN8509475","12/17/2024 12:00:00 AM","518562","","صيانة دورية","اسماعيل","",""
"14261","VNN7302613 ش","12/17/2024 12:00:00 AM","558111","","صيانة دورية","اسماعيل","",""
"14262","V9734601391","12/17/2024 12:00:00 AM","317695","10273","ص","اسماعيل","",""
"14263","V2204302180","12/17/2024 12:00:00 AM","241288","88955","تم حل مشكله الفيدر+كود865","اسماعيل","",""
"14265","W908P200175 ش","12/17/2024 12:00:00 AM","89278","","صيانه","مجدى","",""
"14267","VFP8X01679","12/17/2024 12:00:00 AM","31864","552776","صيانه دوريه","مجدى","",""
"14268","G446P704915 ش","12/17/2024 12:00:00 AM","7814","30409","ملو حبر","شعبان","",""
"14270","W3018700677","12/16/2024 12:00:00 AM","155656","","عديل باب جانبى","مجدى","",""
"14271","K8366811480","12/16/2024 12:00:00 AM","173663","","تم حل الكود والسنسور","شعبان","",""
"14272","VG37913703","12/15/2024 12:00:00 AM","82245","170042","صيلنه","رضا","",""
"14273","LH45Y15585","12/15/2024 12:00:00 AM","1133679","","تم تغيير باب جانبى","رضا","",""
"14274","W522J900750","12/11/2024 12:00:00 AM","542949","","تنظيف يونت+صيانه هبر حبر","رضا","",""
"14276","VG67303326","12/15/2024 12:00:00 AM","460831","131833","ص-----د+تعلية السخان","شعبان","",""
"14278","V2294203432","12/15/2024 12:00:00 AM","39702","65196","ملو حبر اسودالفا+ صيانه لليونت الاسود","شعبان","",""
"14279","L3774300793","12/15/2024 12:00:00 AM","82725","140829","تم تركبيب كلينر حصيره","شعبان","",""
"14280","V9724204273 ش","12/15/2024 12:00:00 AM","416123","145948","صانه لليونت الاسود+مسح مرايات","شعبان","",""
